Series ID,Year,Period,Label,Value
PRS84006112,2018,Q01,2018 Qtr1,-0.2
PRS84006112,2018,Q02,2018 Qtr2,-0.1
PRS84006112,2018,Q03,2018 Qtr3,4.5
PRS84006112,2018,Q04,2018 Qtr4,0.9
PRS84006112,2019,Q01,2019 Qtr1,5.0
PRS84006112,2019,Q02,2019 Qtr2,-0.5
PRS84006112,2019,Q03,2019 Qtr3,-0.3
PRS84006112,2019,Q04,2019 Qtr4,1.7
PRS84006112,2020,Q01,2020 Qtr1,9.0
PRS84006112,2020,Q02,2020 Qtr2,8.9
PRS84006112,2020,Q03,2020 Qtr3,-9.1
