Series ID,Year,Period,Label,Value
PRS30006112,2018,Q01,2018 Qtr1,2.6
PRS30006112,2018,Q02,2018 Qtr2,-4.7
PRS30006112,2018,Q03,2018 Qtr3,3.3
PRS30006112,2018,Q04,2018 Qtr4,2.4
PRS30006112,2019,Q01,2019 Qtr1,5.5
PRS30006112,2019,Q02,2019 Qtr2,3.8
PRS30006112,2019,Q03,2019 Qtr3,-1.4
PRS30006112,2019,Q04,2019 Qtr4,6.0
PRS30006112,2020,Q01,2020 Qtr1,4.2
PRS30006112,2020,Q02,2020 Qtr2,28.4
PRS30006112,2020,Q03,2020 Qtr3,-18.2
