Series ID,Year,Period,Label,Value
PRS30006092,2018,Q01,2018 Qtr1,-0.1
PRS30006092,2018,Q02,2018 Qtr2,1.3
PRS30006092,2018,Q03,2018 Qtr3,0.3
PRS30006092,2018,Q04,2018 Qtr4,0.9
PRS30006092,2019,Q01,2019 Qtr1,1.3
PRS30006092,2019,Q02,2019 Qtr2,-2.3
PRS30006092,2019,Q03,2019 Qtr3,-0.5
PRS30006092,2019,Q04,2019 Qtr4,-0.7
PRS30006092,2020,Q01,2020 Qtr1,1.6
PRS30006092,2020,Q02,2020 Qtr2,-14.3
PRS30006092,2020,Q03,2020 Qtr3,19.0
