Date,Beef,Veal,Broilers,Other_chicken
Apr-1973,,,594.4,
Mar-1973,,,621.4,
Feb-1973,,,566.2,
Jan-1973,,,662.1,
Dec-1972,,,582.2,
Nov-1972,,,618.1,
Oct-1972,,,694.8,
Sep-1972,,,636.1,
Aug-1972,,,738.6,
Jul-1972,,,636.6,
Jun-1972,,,713.1,
May-1972,,,715.4,
Apr-1972,,,623.7,
Mar-1972,,,652.7,
Feb-1972,,,596.1,
Jan-1972,,,616.1,
Dec-1971,,,600.7,
Nov-1971,,,576.2,
Oct-1971,,,624.5,
Sep-1971,,,630.9,
Aug-1971,,,673.7,
Jul-1971,,,619.4,
Jun-1971,,,654.3,
May-1971,,,592.1,
Apr-1971,,,599.4,
Mar-1971,,,616.5,
Feb-1971,,,530.3,
Jan-1971,,,563.1,
Dec-1970,,,561.5,
Nov-1970,,,512.9,
Oct-1970,,,633.4,
Sep-1970,,,613.5,
Aug-1970,,,611.5,
Jul-1970,,,657.0,
Jun-1970,,,666.1,
May-1970,,,601.4,
Apr-1970,,,628.0,
Mar-1970,,,573.1,
Feb-1970,,,522.9,
Jan-1970,,,580.1,
Dec-1969,,,553.2,
Nov-1969,,,461.3,
Oct-1969,,,610.5,
Sep-1969,,,578.0,
Aug-1969,,,573.8,
Jul-1969,,,568.4,
Jun-1969,,,573.9,
May-1969,,,562.7,
Apr-1969,,,533.5,
Mar-1969,,,482.6,
Feb-1969,,,445.6,
Jan-1969,,,540.7,
Dec-1968,,,464.0,
Nov-1968,,,425.7,
Oct-1968,,,572.0,
Sep-1968,,,502.8,
Aug-1968,,,547.7,
Jul-1968,,,550.9,
Jun-1968,,,497.1,
May-1968,,,532.2,
Apr-1968,,,484.9,
Mar-1968,,,448.8,
Feb-1968,,,429.0,
Jan-1968,,,483.9,
Dec-1967,,,429.5,
Nov-1967,,,449.3,
Oct-1967,,,525.5,
Sep-1967,,,503.7,
Aug-1967,,,573.5,
Jul-1967,,,488.1,
Jun-1967,,,548.0,
May-1967,,,552.0,
Apr-1967,,,455.9,
Mar-1967,,,472.0,
Feb-1967,,,403.6,
Jan-1967,,,474.9,
Dec-1966,,,472.7,
Nov-1966,,,435.3,
Oct-1966,,,497.1,
Sep-1966,,,515.4,
Aug-1966,,,540.4,
Jul-1966,,,465.2,
Jun-1966,,,514.3,
May-1966,,,469.7,
Apr-1966,,,449.6,
Mar-1966,,,439.4,
Feb-1966,,,397.8,
Jan-1966,,,407.0,
Dec-1965,,,421.4,
Nov-1965,,,398.9,
Oct-1965,,,456.9,
Sep-1965,,,469.8,
Aug-1965,,,483.2,
Jul-1965,,,467.3,
Jun-1965,,,486.8,
May-1965,,,433.1,
Apr-1965,,,420.3,
Mar-1965,,,407.7,
Feb-1965,,,353.0,
Jan-1965,,,396.0,
Dec-1964,,,376.3,
Nov-1964,,,339.3,
Oct-1964,,,413.2,
Sep-1964,,,419.9,
Aug-1964,,,432.8,
Jul-1964,,,436.0,
Jun-1964,,,454.5,
May-1964,,,423.0,
Apr-1964,,,406.6,
Mar-1964,,,371.2,
Feb-1964,,,345.6,
Jan-1964,,,391.8,
Dec-1963,,,371.2,
Nov-1963,,,326.3,
Oct-1963,,,409.3,
Sep-1963,,,390.4,
Aug-1963,,,431.2,
Jul-1963,,,444.2,
Jun-1963,,,414.0,
May-1963,,,417.2,
Apr-1963,,,379.4,
Mar-1963,,,343.5,
Feb-1963,,,303.1,
Jan-1963,,,377.5,
Dec-1962,,,322.9,
Nov-1962,,,342.3,
Oct-1962,,,408.6,
Sep-1962,,,343.5,
Aug-1962,,,415.7,
Jul-1962,,,397.0,
Jun-1962,,,421.4,
May-1962,,,427.8,
Apr-1962,,,362.3,
Mar-1962,,,339.5,
Feb-1962,,,275.8,
Jan-1962,,,304.0,
Dec-1961,,,275.8,
Nov-1961,,,306.0,
Oct-1961,,,385.2,
Sep-1961,,,373.0,
Aug-1961,,,427.5,
Jul-1961,,,412.4,
Jun-1961,,,442.4,
May-1961,,,421.3,
Apr-1961,,,357.9,
Mar-1961,,,331.7,
Feb-1961,,,255.8,
Jan-1961,,,297.8,
Dec-1960,,,280.8,
Nov-1960,,,285.9,
Oct-1960,,,324.6,
Sep-1960,,,341.4,
Aug-1960,,,379.3,
Jul-1960,,,323.6,
Jun-1960,,,339.8,
May-1960,,,331.7,
Apr-1960,,,301.6,
Mar-1960,,,283.6,
Feb-1960,,,250.9,
Jan-1960,,,255.9,
